rank,name,model,category,seller,yahoo_price,net_cost,has_discount,discount_rate,mercapi_median,mercapi_count,mercapi_total_found,yahooAuction_median,yahooAuction_count,conservative_median,shipping,profit_yen,profit_margin,profit_small,is_profitable,confidence,total_count,yahoo_url
41,多摩電子工業　折りたたみハンディファン オリオンビールコラボモデル ネックストラップ付き 卓上 グレー　ACP5-ORH,ACP5-ORH,扇風機本体,コジマYahoo!店,2850,1646,False,0,,0,0,2850,2,2850,600,319,11.19,619,False,low,2,https://store.shopping.yahoo.co.jp/y-kojima/4518707317759.html
42,SIROCA　冷却プレート付きハンディファン ダークネイビー　SF-H751-AD,SF-H751-AD,扇風機本体,コジマYahoo!店,2907,1697,False,0,,0,0,2907,1,2907,600,319,10.98,619,False,low,1,https://store.shopping.yahoo.co.jp/y-kojima/4589919850167.html
43,ヤマゼン　サーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 23cm 7枚 PD仕様 リモコン付き グレージュ　RLX-MP023-C,RLX-MP023-C,扇風機本体,コジマYahoo!店,6980,5322,False,0,8682,4,6,7600,8,7600,600,918,12.08,918,True,high,12,https://store.shopping.yahoo.co.jp/y-kojima/4550533145441.html
44,ヤマゼン　扇風機 DCモーター搭載 (省エネタイプ) 自動首振り機能あり 30cm 7枚 PD仕様 リモコン付き グレージュ　RLX-CP030-C,RLX-CP030-C,扇風機本体,コジマYahoo!店,6980,5322,False,0,6000,7,8,7390,12,6000,600,-522,-8.7,-522,False,high,19,https://store.shopping.yahoo.co.jp/y-kojima/4550533145861.html
45,ヤマゼン　サーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 23cm 7枚 PD仕様 リモコン付き ライトグレー　RLX-MP023-H,RLX-MP023-H,扇風機本体,コジマYahoo!店,6980,5322,False,0,8500,1,1,6980,2,6980,600,360,5.16,360,False,medium,3,https://store.shopping.yahoo.co.jp/y-kojima/4550533145427.html
46,シィーネット　ハイポジ温度センサーDCリビング扇  ホワイト (35cm)　CFDH407WH,CFDH407WH,扇風機本体,コジマYahoo!店,9980,7992,False,0,777,3,3,9980,6,777,600,-7893,-1015.79,-7893,False,high,9,https://store.shopping.yahoo.co.jp/y-kojima/4571102092713.html
47,ダイソン　dyson　DysonHot＋Cool HF1remotelinkpre-heatファンヒーター ［DCモーター搭載 / リモコン付き］ ホワイト/シルバー　AM15WS,HF1REMOTELINKPRE-HEAT,扇風機本体,コジマYahoo!店,55500,48505,False,0,,0,0,55500,4,55500,600,845,1.52,845,False,medium,4,https://store.shopping.yahoo.co.jp/y-kojima/5025155111949.html
48,SIROCA　加湿付き温冷風扇　シロカのなごみ　ホワイト　［リモコン付き］　SH-C252,SH-C252,扇風機本体,コジマYahoo!店,20790,17613,False,0,9250,88,88,8800,18,8800,600,-10293,-116.97,-10293,False,high,106,https://store.shopping.yahoo.co.jp/y-kojima/4589919819881.html
64,ヤマゼン　衣類乾燥除湿機 コンプレッサー方式 7〜14畳目安 上下自動ルーバー タンク容量4.5L グレージュ　RCD-J60-C,RCD-J60-C,除湿機,コジマYahoo!店,19580,16536,False,0,12250,14,13,19168,6,12250,1200,-6711,-54.78,-6711,False,high,20,https://store.shopping.yahoo.co.jp/y-kojima/4550533146349.html
49,SIROCA　シロカ 壁掛け扇風機 壁掛けふわビューン DCモーター搭載 自動首振り機能あり リモコン付き ホワイト　SF-W251,SF-W251,扇風機本体,コジマYahoo!店,12980,10662,False,0,3300,3,3,14052,10,3300,600,-8292,-251.27,-8292,False,high,13,https://store.shopping.yahoo.co.jp/y-kojima/4589919849383.html
50,SWITCHBOT　スマートサーキュレーターLite ［DCモーター搭載 /リモコン付き］　W3800511,SWITCHBOT,扇風機本体,コジマYahoo!店,10980,8882,False,0,3750,120,15000,,0,3750,600,-6107,-162.85,-6107,False,high,120,https://store.shopping.yahoo.co.jp/y-kojima/0810150541441.html
59,ライフオンプロダクツ　Modern Collection パネライトサーキュレーター（6400lm） JAVALO ELF [リモコン付き /白色〜電球色]　JE-CF029,JE-CF029,その他天井照明、シーリングライト,コジマYahoo!店,32780,28284,False,0,13000,2,2,32780,10,13000,600,-17184,-132.18,-17184,False,high,12,https://store.shopping.yahoo.co.jp/y-kojima/4944370041743.html
60,ヤマゼン　サーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 23cm 7枚 PD仕様 リモコン付き ブルーグレー　RLX-MP023-A,RLX-MP023-A,扇風機本体,コジマYahoo!店,6980,5322,False,0,7835,2,2,6980,1,6980,600,360,5.16,360,False,medium,3,https://store.shopping.yahoo.co.jp/y-kojima/4550533214475.html
61,SIROCA　3Dサーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 自動首振り機能あり 23cm 5枚 リモコン付き ホワイト　SF-C223-W,SF-C223-W,扇風機本体,コジマYahoo!店,16800,14062,False,0,13000,4,4,16800,6,13000,600,-2962,-22.78,-2962,False,high,10,https://store.shopping.yahoo.co.jp/y-kojima/4589919837199.html
65,シャープ　SHARP　「除湿機用】HEPAフィルター　FZ-D10HF,FZ-D10HF,除湿機部品、アクセサリー,コジマYahoo!店,3135,1900,False,0,4000,19,16,3565,16,3565,1200,108,3.04,108,False,high,35,https://store.shopping.yahoo.co.jp/y-kojima/4974019819679.html
62,シィーネット　サーキュレーター DCモーター搭載 (省エネタイプ) 自動首振り機能あり 360°ラジアルスイング 30畳 リモコン付き ホワイト　CCDX310WH,CCDX310WH,扇風機本体,コジマYahoo!店,7480,5767,False,0,3500,1,1,7480,1,3500,600,-3217,-91.91,-3217,False,low,2,https://store.shopping.yahoo.co.jp/y-kojima/4571102093475.html
63,カドー　DC除菌サーキュレーター扇風機 クールグレー  (DCモーター搭載 /リモコン付き)　STR-1800F-CG,STR-1800F-CG,扇風機本体,コジマYahoo!店,33000,28480,False,0,23450,2,2,33000,6,23450,600,-7975,-34.01,-7975,False,high,8,https://store.shopping.yahoo.co.jp/y-kojima/4562337506731.html
66,シャープ　SHARP　「除湿機用】脱臭フィルター　FZ-D10DF,FZ-D10DF,除湿機部品、アクセサリー,コジマYahoo!店,2720,1531,False,0,8450,24,11,2970,16,2970,1200,-58,-1.95,-58,False,high,40,https://store.shopping.yahoo.co.jp/y-kojima/4974019819686.html
